YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Income,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,AL,Alabama,37.2,"Less than $15,000","(32.84057112200048, -86.63186076199969)","Less than $15,000",INC,INCLESS15
2013,2013,AL,Alabama,36.6,"$15,000 - $24,999","(32.84057112200048, -86.63186076199969)","$15,000 - $24,999",INC,INC1525
2013,2013,AL,Alabama,33.1,"$25,000 - $34,999","(32.84057112200048, -86.63186076199969)","$25,000 - $34,999",INC,INC2535
2013,2013,AL,Alabama,31.1,"$35,000 - $49,999","(32.84057112200048, -86.63186076199969)","$35,000 - $49,999",INC,INC3550
2013,2013,AL,Alabama,35.8,"$50,000 - $74,999","(32.84057112200048, -86.63186076199969)","$50,000 - $74,999",INC,INC5075
2013,2013,AL,Alabama,26.9,"$75,000 or greater","(32.84057112200048, -86.63186076199969)","$75,000 or greater",INC,INC75PLUS
2013,2013,AL,Alabama,28.9,Data not reported,"(32.84057112200048, -86.63186076199969)",Data not reported,INC,INCNR
2014,2014,AL,Alabama,34.5,"Less than $15,000","(32.84057112200048, -86.63186076199969)","Less than $15,000",INC,INCLESS15
2014,2014,AL,Alabama,40.6,"$15,000 - $24,999","(32.84057112200048, -86.63186076199969)","$15,000 - $24,999",INC,INC1525
2014,2014,AL,Alabama,35.4,"$25,000 - $34,999","(32.84057112200048, -86.63186076199969)","$25,000 - $34,999",INC,INC2535
2014,2014,AL,Alabama,35.5,"$35,000 - $49,999","(32.84057112200048, -86.63186076199969)","$35,000 - $49,999",INC,INC3550
2014,2014,AL,Alabama,32.4,"$50,000 - $74,999","(32.84057112200048, -86.63186076199969)","$50,000 - $74,999",INC,INC5075
2014,2014,AL,Alabama,31,"$75,000 or greater","(32.84057112200048, -86.63186076199969)","$75,000 or greater",INC,INC75PLUS
2014,2014,AL,Alabama,28,Data not reported,"(32.84057112200048, -86.63186076199969)",Data not reported,INC,INCNR
2015,2015,AL,Alabama,31.2,Data not reported,"(32.84057112200048, -86.63186076199969)",Data not reported,INC,INCNR
2015,2015,AL,Alabama,32.7,"$75,000 or greater","(32.84057112200048, -86.63186076199969)","$75,000 or greater",INC,INC75PLUS
2015,2015,AL,Alabama,34.6,"$50,000 - $74,999","(32.84057112200048, -86.63186076199969)","$50,000 - $74,999",INC,INC5075
2015,2015,AL,Alabama,36.5,"$35,000 - $49,999","(32.84057112200048, -86.63186076199969)","$35,000 - $49,999",INC,INC3550
2015,2015,AL,Alabama,38.8,"$25,000 - $34,999","(32.84057112200048, -86.63186076199969)","$25,000 - $34,999",INC,INC2535
2015,2015,AL,Alabama,39.3,"$15,000 - $24,999","(32.84057112200048, -86.63186076199969)","$15,000 - $24,999",INC,INC1525
2015,2015,AL,Alabama,40.5,"Less than $15,000","(32.84057112200048, -86.63186076199969)","Less than $15,000",INC,INCLESS15
2011,2011,AK,Alaska,33.6,"Less than $15,000","(64.84507995700051, -147.72205903599973)","Less than $15,000",INC,INCLESS15
2011,2011,AK,Alaska,30.2,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)","$15,000 - $24,999",INC,INC1525
2011,2011,AK,Alaska,32.2,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)","$25,000 - $34,999",INC,INC2535
2011,2011,AK,Alaska,24.5,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)","$35,000 - $49,999",INC,INC3550
2011,2011,AK,Alaska,27.8,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)","$50,000 - $74,999",INC,INC5075
2011,2011,AK,Alaska,26.9,"$75,000 or greater","(64.84507995700051, -147.72205903599973)","$75,000 or greater",INC,INC75PLUS
2011,2011,AK,Alaska,22.7,Data not reported,"(64.84507995700051, -147.72205903599973)",Data not reported,INC,INCNR
2012,2012,AK,Alaska,29.4,"Less than $15,000","(64.84507995700051, -147.72205903599973)","Less than $15,000",INC,INCLESS15
2012,2012,AK,Alaska,24.2,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)","$15,000 - $24,999",INC,INC1525
2012,2012,AK,Alaska,24,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)","$25,000 - $34,999",INC,INC2535
2012,2012,AK,Alaska,27.3,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)","$35,000 - $49,999",INC,INC3550
2012,2012,AK,Alaska,28.4,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)","$50,000 - $74,999",INC,INC5075
2012,2012,AK,Alaska,26.4,"$75,000 or greater","(64.84507995700051, -147.72205903599973)","$75,000 or greater",INC,INC75PLUS
2012,2012,AK,Alaska,20.2,Data not reported,"(64.84507995700051, -147.72205903599973)",Data not reported,INC,INCNR
2013,2013,AK,Alaska,29.3,"Less than $15,000","(64.84507995700051, -147.72205903599973)","Less than $15,000",INC,INCLESS15
2013,2013,AK,Alaska,32.7,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)","$15,000 - $24,999",INC,INC1525
2013,2013,AK,Alaska,24.5,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)","$25,000 - $34,999",INC,INC2535
2013,2013,AK,Alaska,31.7,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)","$35,000 - $49,999",INC,INC3550
2013,2013,AK,Alaska,32.3,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)","$50,000 - $74,999",INC,INC5075
2013,2013,AK,Alaska,27,"$75,000 or greater","(64.84507995700051, -147.72205903599973)","$75,000 or greater",INC,INC75PLUS
2013,2013,AK,Alaska,19.6,Data not reported,"(64.84507995700051, -147.72205903599973)",Data not reported,INC,INCNR
2014,2014,AK,Alaska,31.5,"Less than $15,000","(64.84507995700051, -147.72205903599973)","Less than $15,000",INC,INCLESS15
2014,2014,AK,Alaska,29.6,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)","$15,000 - $24,999",INC,INC1525
2014,2014,AK,Alaska,32.9,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)","$25,000 - $34,999",INC,INC2535
2014,2014,AK,Alaska,36,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)","$35,000 - $49,999",INC,INC3550
2014,2014,AK,Alaska,30.2,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)","$50,000 - $74,999",INC,INC5075
2014,2014,AK,Alaska,29.3,"$75,000 or greater","(64.84507995700051, -147.72205903599973)","$75,000 or greater",INC,INC75PLUS
2014,2014,AK,Alaska,18.8,Data not reported,"(64.84507995700051, -147.72205903599973)",Data not reported,INC,INCNR
2015,2015,AK,Alaska,21.9,Data not reported,"(64.84507995700051, -147.72205903599973)",Data not reported,INC,INCNR
2015,2015,AK,Alaska,26,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)","$25,000 - $34,999",INC,INC2535
2015,2015,AK,Alaska,29,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)","$50,000 - $74,999",INC,INC5075
2015,2015,AK,Alaska,30.8,"$75,000 or greater","(64.84507995700051, -147.72205903599973)","$75,000 or greater",INC,INC75PLUS
2015,2015,AK,Alaska,31,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)","$15,000 - $24,999",INC,INC1525
2015,2015,AK,Alaska,31.7,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)","$35,000 - $49,999",INC,INC3550
2015,2015,AK,Alaska,40.1,"Less than $15,000","(64.84507995700051, -147.72205903599973)","Less than $15,000",INC,INCLESS15
2011,2011,AZ,Arizona,34.1,"Less than $15,000","(34.865970280000454, -111.76381127699972)","Less than $15,000",INC,INCLESS15
2011,2011,AZ,Arizona,32.3,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)","$15,000 - $24,999",INC,INC1525
2011,2011,AZ,Arizona,26.5,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)","$25,000 - $34,999",INC,INC2535
2011,2011,AZ,Arizona,20.7,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)","$35,000 - $49,999",INC,INC3550
2011,2011,AZ,Arizona,25.1,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)","$50,000 - $74,999",INC,INC5075
2011,2011,AZ,Arizona,19.7,"$75,000 or greater","(34.865970280000454, -111.76381127699972)","$75,000 or greater",INC,INC75PLUS
2011,2011,AZ,Arizona,19.6,Data not reported,"(34.865970280000454, -111.76381127699972)",Data not reported,INC,INCNR
2012,2012,AZ,Arizona,31.1,"Less than $15,000","(34.865970280000454, -111.76381127699972)","Less than $15,000",INC,INCLESS15
2012,2012,AZ,Arizona,29.1,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)","$15,000 - $24,999",INC,INC1525
2012,2012,AZ,Arizona,25.9,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)","$25,000 - $34,999",INC,INC2535
2012,2012,AZ,Arizona,26.2,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)","$35,000 - $49,999",INC,INC3550
2012,2012,AZ,Arizona,28.1,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)","$50,000 - $74,999",INC,INC5075
2012,2012,AZ,Arizona,21.6,"$75,000 or greater","(34.865970280000454, -111.76381127699972)","$75,000 or greater",INC,INC75PLUS
2012,2012,AZ,Arizona,22.4,Data not reported,"(34.865970280000454, -111.76381127699972)",Data not reported,INC,INCNR
2013,2013,AZ,Arizona,32.4,"Less than $15,000","(34.865970280000454, -111.76381127699972)","Less than $15,000",INC,INCLESS15
2013,2013,AZ,Arizona,33.7,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)","$15,000 - $24,999",INC,INC1525
2013,2013,AZ,Arizona,25.5,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)","$25,000 - $34,999",INC,INC2535
2013,2013,AZ,Arizona,22,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)","$35,000 - $49,999",INC,INC3550
2013,2013,AZ,Arizona,26.3,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)","$50,000 - $74,999",INC,INC5075
2013,2013,AZ,Arizona,22.5,"$75,000 or greater","(34.865970280000454, -111.76381127699972)","$75,000 or greater",INC,INC75PLUS
2013,2013,AZ,Arizona,27.2,Data not reported,"(34.865970280000454, -111.76381127699972)",Data not reported,INC,INCNR
2014,2014,AZ,Arizona,33.6,"Less than $15,000","(34.865970280000454, -111.76381127699972)","Less than $15,000",INC,INCLESS15
2014,2014,AZ,Arizona,34.6,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)","$15,000 - $24,999",INC,INC1525
2014,2014,AZ,Arizona,28.4,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)","$25,000 - $34,999",INC,INC2535
2014,2014,AZ,Arizona,31.4,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)","$35,000 - $49,999",INC,INC3550
2014,2014,AZ,Arizona,25.9,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)","$50,000 - $74,999",INC,INC5075
2014,2014,AZ,Arizona,26.5,"$75,000 or greater","(34.865970280000454, -111.76381127699972)","$75,000 or greater",INC,INC75PLUS
2014,2014,AZ,Arizona,23.2,Data not reported,"(34.865970280000454, -111.76381127699972)",Data not reported,INC,INCNR
2015,2015,AZ,Arizona,23.6,Data not reported,"(34.865970280000454, -111.76381127699972)",Data not reported,INC,INCNR
2015,2015,AZ,Arizona,24.8,"$75,000 or greater","(34.865970280000454, -111.76381127699972)","$75,000 or greater",INC,INC75PLUS
2015,2015,AZ,Arizona,28,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)","$25,000 - $34,999",INC,INC2535
2015,2015,AZ,Arizona,28.4,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)","$35,000 - $49,999",INC,INC3550
2015,2015,AZ,Arizona,30.5,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)","$50,000 - $74,999",INC,INC5075
2015,2015,AZ,Arizona,33.5,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)","$15,000 - $24,999",INC,INC1525
2015,2015,AZ,Arizona,34.8,"Less than $15,000","(34.865970280000454, -111.76381127699972)","Less than $15,000",INC,INCLESS15
2011,2011,AR,Arkansas,33.8,"Less than $15,000","(34.74865012400045, -92.27449074299966)","Less than $15,000",INC,INCLESS15
2011,2011,AR,Arkansas,30.4,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)","$15,000 - $24,999",INC,INC1525
2011,2011,AR,Arkansas,37.2,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)","$25,000 - $34,999",INC,INC2535
2011,2011,AR,Arkansas,31.7,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)","$35,000 - $49,999",INC,INC3550
2011,2011,AR,Arkansas,30.6,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)","$50,000 - $74,999",INC,INC5075
2011,2011,AR,Arkansas,27.8,"$75,000 or greater","(34.74865012400045, -92.27449074299966)","$75,000 or greater",INC,INC75PLUS
2011,2011,AR,Arkansas,24.9,Data not reported,"(34.74865012400045, -92.27449074299966)",Data not reported,INC,INCNR
2012,2012,AR,Arkansas,37.6,"Less than $15,000","(34.74865012400045, -92.27449074299966)","Less than $15,000",INC,INCLESS15
2012,2012,AR,Arkansas,38.5,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)","$15,000 - $24,999",INC,INC1525
2012,2012,AR,Arkansas,29.2,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)","$25,000 - $34,999",INC,INC2535
2012,2012,AR,Arkansas,36,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)","$35,000 - $49,999",INC,INC3550
2012,2012,AR,Arkansas,37.9,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)","$50,000 - $74,999",INC,INC5075
2012,2012,AR,Arkansas,30,"$75,000 or greater","(34.74865012400045, -92.27449074299966)","$75,000 or greater",INC,INC75PLUS
2012,2012,AR,Arkansas,30.2,Data not reported,"(34.74865012400045, -92.27449074299966)",Data not reported,INC,INCNR
2013,2013,AR,Arkansas,41.5,"Less than $15,000","(34.74865012400045, -92.27449074299966)","Less than $15,000",INC,INCLESS15
2013,2013,AR,Arkansas,35.3,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)","$15,000 - $24,999",INC,INC1525
2013,2013,AR,Arkansas,34.3,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)","$25,000 - $34,999",INC,INC2535
2013,2013,AR,Arkansas,34.6,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)","$35,000 - $49,999",INC,INC3550
2013,2013,AR,Arkansas,33,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)","$50,000 - $74,999",INC,INC5075
2013,2013,AR,Arkansas,28.2,"$75,000 or greater","(34.74865012400045, -92.27449074299966)","$75,000 or greater",INC,INC75PLUS
2013,2013,AR,Arkansas,35.2,Data not reported,"(34.74865012400045, -92.27449074299966)",Data not reported,INC,INCNR
2014,2014,AR,Arkansas,42.8,"Less than $15,000","(34.74865012400045, -92.27449074299966)","Less than $15,000",INC,INCLESS15
2014,2014,AR,Arkansas,36.5,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)","$15,000 - $24,999",INC,INC1525
2014,2014,AR,Arkansas,36,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)","$25,000 - $34,999",INC,INC2535
2014,2014,AR,Arkansas,31.9,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)","$35,000 - $49,999",INC,INC3550
2014,2014,AR,Arkansas,36.7,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)","$50,000 - $74,999",INC,INC5075
2014,2014,AR,Arkansas,33.6,"$75,000 or greater","(34.74865012400045, -92.27449074299966)","$75,000 or greater",INC,INC75PLUS
2014,2014,AR,Arkansas,34.6,Data not reported,"(34.74865012400045, -92.27449074299966)",Data not reported,INC,INCNR
2015,2015,AR,Arkansas,30,"$75,000 or greater","(34.74865012400045, -92.27449074299966)","$75,000 or greater",INC,INC75PLUS
2015,2015,AR,Arkansas,31.7,Data not reported,"(34.74865012400045, -92.27449074299966)",Data not reported,INC,INCNR
2015,2015,AR,Arkansas,32.5,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)","$25,000 - $34,999",INC,INC2535
2015,2015,AR,Arkansas,32.6,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)","$15,000 - $24,999",INC,INC1525
2015,2015,AR,Arkansas,36.7,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)","$50,000 - $74,999",INC,INC5075
2015,2015,AR,Arkansas,37.3,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)","$35,000 - $49,999",INC,INC3550
2015,2015,AR,Arkansas,43.8,"Less than $15,000","(34.74865012400045, -92.27449074299966)","Less than $15,000",INC,INCLESS15
2011,2011,CA,California,29.9,"Less than $15,000","(37.63864012300047, -120.99999953799971)","Less than $15,000",INC,INCLESS15
2011,2011,CA,California,30.1,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)","$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,27.2,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)","$25,000 - $34,999",INC,INC2535
2011,2011,CA,California,22.1,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)","$35,000 - $49,999",INC,INC3550
2011,2011,CA,California,24.3,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)","$50,000 - $74,999",INC,INC5075
2011,2011,CA,California,17.7,"$75,000 or greater","(37.63864012300047, -120.99999953799971)","$75,000 or greater",INC,INC75PLUS
2011,2011,CA,California,17.5,Data not reported,"(37.63864012300047, -120.99999953799971)",Data not reported,INC,INCNR
2012,2012,CA,California,29.9,"Less than $15,000","(37.63864012300047, -120.99999953799971)","Less than $15,000",INC,INCLESS15
2012,2012,CA,California,30.2,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)","$15,000 - $24,999",INC,INC1525
2012,2012,CA,California,28.7,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)","$25,000 - $34,999",INC,INC2535
2012,2012,CA,California,23.4,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)","$35,000 - $49,999",INC,INC3550
2012,2012,CA,California,27,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)","$50,000 - $74,999",INC,INC5075
2012,2012,CA,California,20.1,"$75,000 or greater","(37.63864012300047, -120.99999953799971)","$75,000 or greater",INC,INC75PLUS
2012,2012,CA,California,16.8,Data not reported,"(37.63864012300047, -120.99999953799971)",Data not reported,INC,INCNR
2013,2013,CA,California,29.7,"Less than $15,000","(37.63864012300047, -120.99999953799971)","Less than $15,000",INC,INCLESS15
2013,2013,CA,California,27.4,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)","$15,000 - $24,999",INC,INC1525
2013,2013,CA,California,25.6,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)","$25,000 - $34,999",INC,INC2535
2013,2013,CA,California,25.4,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)","$35,000 - $49,999",INC,INC3550
2013,2013,CA,California,25.8,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)","$50,000 - $74,999",INC,INC5075
2013,2013,CA,California,19.5,"$75,000 or greater","(37.63864012300047, -120.99999953799971)","$75,000 or greater",INC,INC75PLUS
2013,2013,CA,California,17,Data not reported,"(37.63864012300047, -120.99999953799971)",Data not reported,INC,INCNR
2014,2014,CA,California,30,"Less than $15,000","(37.63864012300047, -120.99999953799971)","Less than $15,000",INC,INCLESS15
2014,2014,CA,California,27.4,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)","$15,000 - $24,999",INC,INC1525
2014,2014,CA,California,26.6,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)","$25,000 - $34,999",INC,INC2535
2014,2014,CA,California,24,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)","$35,000 - $49,999",INC,INC3550
2014,2014,CA,California,22.7,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)","$50,000 - $74,999",INC,INC5075
2014,2014,CA,California,22.3,"$75,000 or greater","(37.63864012300047, -120.99999953799971)","$75,000 or greater",INC,INC75PLUS
2014,2014,CA,California,20.9,Data not reported,"(37.63864012300047, -120.99999953799971)",Data not reported,INC,INCNR
2015,2015,CA,California,19.1,"$75,000 or greater","(37.63864012300047, -120.99999953799971)","$75,000 or greater",INC,INC75PLUS
2015,2015,CA,California,19.6,Data not reported,"(37.63864012300047, -120.99999953799971)",Data not reported,INC,INCNR
2015,2015,CA,California,25.4,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)","$50,000 - $74,999",INC,INC5075
2015,2015,CA,California,27.4,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)","$35,000 - $49,999",INC,INC3550
2015,2015,CA,California,28.5,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)","$15,000 - $24,999",INC,INC1525
2015,2015,CA,California,29.5,"Less than $15,000","(37.63864012300047, -120.99999953799971)","Less than $15,000",INC,INCLESS15
2015,2015,CA,California,30.2,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)","$25,000 - $34,999",INC,INC2535
2011,2011,CO,Colorado,25.9,"Less than $15,000","(38.843840757000464, -106.13361092099967)","Less than $15,000",INC,INCLESS15
2011,2011,CO,Colorado,24.2,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)","$15,000 - $24,999",INC,INC1525
2011,2011,CO,Colorado,23.7,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)","$25,000 - $34,999",INC,INC2535
2011,2011,CO,Colorado,21.3,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)","$35,000 - $49,999",INC,INC3550
2011,2011,CO,Colorado,19.5,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)","$50,000 - $74,999",INC,INC5075
2011,2011,CO,Colorado,18.3,"$75,000 or greater","(38.843840757000464, -106.13361092099967)","$75,000 or greater",INC,INC75PLUS
2011,2011,CO,Colorado,17.5,Data not reported,"(38.843840757000464, -106.13361092099967)",Data not reported,INC,INCNR
2012,2012,CO,Colorado,23.7,"Less than $15,000","(38.843840757000464, -106.13361092099967)","Less than $15,000",INC,INCLESS15
2012,2012,CO,Colorado,22.2,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)","$15,000 - $24,999",INC,INC1525
2012,2012,CO,Colorado,22.2,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)","$25,000 - $34,999",INC,INC2535
2012,2012,CO,Colorado,22,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)","$35,000 - $49,999",INC,INC3550
2012,2012,CO,Colorado,19.6,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)","$50,000 - $74,999",INC,INC5075
2012,2012,CO,Colorado,19.3,"$75,000 or greater","(38.843840757000464, -106.13361092099967)","$75,000 or greater",INC,INC75PLUS
2012,2012,CO,Colorado,16.9,Data not reported,"(38.843840757000464, -106.13361092099967)",Data not reported,INC,INCNR
2013,2013,CO,Colorado,28.2,"Less than $15,000","(38.843840757000464, -106.13361092099967)","Less than $15,000",INC,INCLESS15
2013,2013,CO,Colorado,23.7,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)","$15,000 - $24,999",INC,INC1525
2013,2013,CO,Colorado,23.3,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)","$25,000 - $34,999",INC,INC2535
2013,2013,CO,Colorado,21.8,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)","$35,000 - $49,999",INC,INC3550
2013,2013,CO,Colorado,22.3,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)","$50,000 - $74,999",INC,INC5075
2013,2013,CO,Colorado,18,"$75,000 or greater","(38.843840757000464, -106.13361092099967)","$75,000 or greater",INC,INC75PLUS
2013,2013,CO,Colorado,19.6,Data not reported,"(38.843840757000464, -106.13361092099967)",Data not reported,INC,INCNR
2014,2014,CO,Colorado,27.1,"Less than $15,000","(38.843840757000464, -106.13361092099967)","Less than $15,000",INC,INCLESS15
2014,2014,CO,Colorado,23.5,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)","$15,000 - $24,999",INC,INC1525
2014,2014,CO,Colorado,24.3,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)","$25,000 - $34,999",INC,INC2535
2014,2014,CO,Colorado,24.2,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)","$35,000 - $49,999",INC,INC3550
2014,2014,CO,Colorado,22.2,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)","$50,000 - $74,999",INC,INC5075
2014,2014,CO,Colorado,18.8,"$75,000 or greater","(38.843840757000464, -106.13361092099967)","$75,000 or greater",INC,INC75PLUS
2014,2014,CO,Colorado,16.3,Data not reported,"(38.843840757000464, -106.13361092099967)",Data not reported,INC,INCNR
2015,2015,CO,Colorado,17.4,"$75,000 or greater","(38.843840757000464, -106.13361092099967)","$75,000 or greater",INC,INC75PLUS
2015,2015,CO,Colorado,18.2,Data not reported,"(38.843840757000464, -106.13361092099967)",Data not reported,INC,INCNR
2015,2015,CO,Colorado,21.5,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)","$35,000 - $49,999",INC,INC3550
2015,2015,CO,Colorado,21.9,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)","$50,000 - $74,999",INC,INC5075
2015,2015,CO,Colorado,22.5,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)","$15,000 - $24,999",INC,INC1525
2015,2015,CO,Colorado,23.7,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)","$25,000 - $34,999",INC,INC2535
2015,2015,CO,Colorado,24.5,"Less than $15,000","(38.843840757000464, -106.13361092099967)","Less than $15,000",INC,INCLESS15
2011,2011,CT,Connecticut,31.7,"Less than $15,000","(41.56266102000046, -72.64984095199964)","Less than $15,000",INC,INCLESS15
